"Suggested citation: CSIS IFI COVID-19 Response Tracker, CSIS Economics Program, Last Updated October 19, 2020",,,,,,,,,,,,,,,,,,,,,,,
"Note: CSIS methodology for estimating disbursements assumes full disbursement of emergency financing instruments as indicated by the financing institutions themselves. In the case of IMF and RFA lending, disbursements are based on press releases and correspond to actual disbursement schedules. However, disbursement schedules from other official sources, including many MDB operations, are often not included in public press announcements. For purposes of this dataset, we assume full disbursement of such operations, which likely results in an overestimation of MDB disbursements.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Institution,Date,Institution Type,Type,Guarantee?,Institutional Commitment ($M),Approved Value ($M),Disbursed Value ($M),Country/Recipient,Region,GDP per capita (nominal),GDP per capita (PPP),Income group,Sector,Green,Description,Link,,,,,,,
EBRD,10.1.2020,MDB,Covid,,,10,10,"Egypt, Jordan, Morocco, Tunisia","Africa, Middle East",#NV,#NV,#NV,General,,"The European Bank for Reconstruction and Development (EBRD) is supporting the availability of alternative equity funding to small businesses in the southern and eastern Mediterranean (SEMED) region by committing an additional US$ 10 million in favour of the SPE AIF I LP (AIF) equity fund.
 
 AIF is a regional equity fund investing in equity and quasi-equity in small and lower mid-cap companies, predominantly in Egypt, Jordan, Morocco and Tunisia. The fund is managed by SPE Capital, a team that was recently formed as a spin-off from Swicorp.",https://www.ebrd.com/news/2020/ebrd-commits-additional-us-10-million-to-aif-fund-for-semed-region.html,,,,,,,
EBRD,9.30.2020,MDB,Covid,,,1.5,1.5,Turkmenistan,Asia/Oceania,..,..,Upper middle income,General,,The European Bank for Reconstruction and Development (EBRD) is strengthening small and medium-sized enterprises (SMEs) in Turkmenistan with working capital financing needed to support their operations affected by the impact of the coronavirus pandemic. The Bank is providing a senior loan of up to US$1.5 million to the domestic snacks producer _lem G_misi. The funds will be used for working capital purposes and help _lem G_misi manage increased delivery terms and transportation costs due to the crisis.,https://www.ebrd.com/news/2020/ebrd-helps-turkmen-small-businesses-affected-by-coronavirus-pandemic.html,,,,,,,
EBRD,9.30.2020,MDB,Covid,,,40,40,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is supporting the business activity of local small and medium-sized enterprises (SMEs) in Uzbekistan affected by the coronavirus pandemic. The latest US$ 40 million finance facility, extended to the countryÕs fourth largest lender, Ipoteka Bank, will also provide support to women-led businesses.
 
 The package will consist of a US$ 30 million loan to SMEs and a US$ 10 million loan for women entrepreneurs under the EBRDÕs Central Asian Women in Business (WiB) programme.",https://www.ebrd.com/news/2020/ebrd-pledges-us-40-million-in-support-of-uzbek-smes.html,,,,,,,
EBRD,9.24.2020,MDB,Covid,,,3,3,Palestine,Middle East,..,..,Lower middle income,General,,"The European Bank for Reconstruction and Development is strengthening micro, small and medium-sized enterprises (MSMEs) in the West Bank and Gaza, with a US$ 3 million loan to Palestine for Credit and Development (FATEN), the largest non-profit microfinance institution in the West Bank and Gaza.
 
 The private sector represents a substantial segment of the local economy but access to finance for Palestinian small businesses remains limited and is much needed currently to mitigate the economic impact of the coronavirus crisis.",https://www.ebrd.com/news/2020/ebrd-and-faten-to-empower-palestinian-entrepreneurs.html,,,,,,,
EBRD,9.23.2020,MDB,Covid,,,20,,Morocco,Africa,3204.095003,7826.167677,Lower middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is boosting trade in Morocco with a US$ 20 million trade finance limit to CrŽdit Agricole du Maroc, a leading local bank.",https://www.ebrd.com/news/2020/ebrd-and-crdit-agricole-du-maroc-to-boost-trade.html,,,,,,,
EBRD,9.17.2020,MDB,Covid,,,50,20,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is scaling up its support to small and medium-sized enterprises (SMEs) in Uzbekistan, where they create about 50 per cent of GDP and employ almost 80 per cent of the workforce.
 
 A new loan of up to US$ 50 million to Bank Asaka, may be disbursed in three different currencies (US dollars, Euros and Uzbek soms) to cater needs of Bank Asaka. It will stimulate the business activity of small and medium-sized domestic companies affected by the coronavirus pandemic. The loan will be provided in two tranches of US$ 20 million and US$30 million respectively.",https://www.ebrd.com/news/2020/ebrd-commits-fresh-funds-to-help-uzbek-small-businesses.html,,,,,,,
EBRD,9.16.2020,MDB,Covid,,,9.4,9.4,North Macedonia,Eurasia,6093.14769,17814.86118,Upper middle income,Energy,T,The European Bank for Reconstruction and Development (EBRD) and NLB Banka Skopje have signed an Û8 million financial package in support of the enterprises of North Macedonia. The package consists of: a loan of up to Û5 million under the EU-supported Competitiveness Support Programme (CSP) to support local small and medium-sized enterprises (SMEs) and a loan of up to Û3 million under the local Green Energy Financing Facility (GEFF) to support investments in high-performance green technologies,https://www.ebrd.com/news/2020/ebrd-and-nlb-bank-skopje-join-forces-to-support-corporate-and-retail-sectors.html,,,,,,,
EBRD,9.16.2020,MDB,Covid,,,46.9,35.2,Turkey,Middle East,9042.492983,27875.19325,Upper middle income,Health,,"Further strengthening TurkeyÕs healthcare sector amid the global coronavirus pandemic, the European Bank for Reconstruction and Development (EBRD) is providing a Û40 million long-term loan, of which Û30 million is committed on signing, to the private developer of the Ba_ak_ehir ‚am ve Sakura City Hospital on the outskirts of Istanbul.",https://www.ebrd.com/news/2020/longterm-ebrd-financing-for-istanbul-baakehir-am-ve-sakura-city-hospital.html,,,,,,,
EBRD,9.14.2020,MDB,Covid,,,15,15,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,The financing package of up to US$ 20 million will consist of two components: an SME credit line of up to US$ 15 million equivalent and a trade finance limit increase of US$ 5 million under the EBRDÕs Trade Facilitation Programme (TFP) to build on the successful cooperation in the TFP area.,https://www.ebrd.com/news/2020/ebrd-deepens-cooperation-with-ipak-yuli-bank-.html,,,,,,,
EBRD,9.14.2020,MDB,Covid,Yes,,5,,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,The financing package of up to US$ 20 million will consist of two components: an SME credit line of up to US$ 15 million equivalent and a trade finance limit increase of US$ 5 million under the EBRDÕs Trade Facilitation Programme (TFP) to build on the successful cooperation in the TFP area.,https://www.ebrd.com/news/2020/ebrd-deepens-cooperation-with-ipak-yuli-bank-.html,,,,,,,
EBRD,9.8.2020,MDB,Covid,,,54,54,Turkey,Middle East,9042.492983,27875.19325,Upper middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is maintaining its focus on expanding access to finance for Turkish businesses, with a new US$ 54 million loan to Isbank, the largest private lender in the country.
 
 The funds will be channelled to Turkish businesses experiencing temporary difficulties because of the coronavirus pandemic and in need of financing to overcome the crisis.",https://www.ebrd.com/news/2020/funding-boost-for-turkish-businesses-as-ebrd-lends-to-isbank.html,,,,,,,
EBRD,9.4.2020,MDB,Covid,,,11.82,11.82,Ukraine,Eurasia,3659.031312,13341.21052,Lower middle income,General,,The European Bank for Reconstruction and Development is supporting UkraineÕs Agrofusion Group (Agrofusion) with a Û10 million loan to finance the companyÕs temporary increased working capital needs as well as help it to withstand the Covid19-caused crisis.,https://www.ebrd.com/news/2020/ebrd-providing-10-million-loan-to-ukraines-agrofusion.html,,,,,,,
EBRD,9.2.2020,MDB,Covid,,,354.6,354.6,Morocco,Africa,3204.095003,7826.167677,Lower middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is supporting the delivery of vital infrastructure services in Morocco with a Û300 million financing package to state-owned utility and transport companies. It will also support the governmentÕs reform agenda on the governance of state-owned companies. 
 
 Ensuring a continuous delivery of vital infrastructure services to the Moroccan people during the Covid-19 pandemic, the EBRD is providing Û50 million loan to the Office National de lÕƒlectricitŽ et de lÕEau Potable (ONEE Water), Û100 million to SociŽtŽ Nationale des Autoroutes du Maroc (ADM; MoroccoÕs national authority for the management of motorways), and a Û150 million to the Office National des AŽroports (ONDA).",https://www.ebrd.com/news/2020/ebrd-supports-vital-infrastructure-services-in-morocco-during-pandemic-.html,,,,,,,
EBRD,9.1.2020,MDB,Covid,Yes,,10.7,,Ukraine,Eurasia,3659.031312,13341.21052,Lower middle income,General,,"In a joint transaction RBA is providing a loan of up to UAH 440 million (Û15 million equivalent) to Nadezhda the Poltava-headquartered company, while up to 60 per cent of the risk on the loan will be shared by the EBRD under a Risk Sharing Facility signed between the financial institutions.",https://www.ebrd.com/news/2020/ebrd-and-raiffeisen-bank-aval-support-ukrainian-lpg-retailer.html,,,,,,,
EBRD,8.28.2020,MDB,Covid,,,23.64,23.64,Bosnia and Herzegovina,Eurasia,6073.265203,15791.67474,Upper middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is providing a loan of up to Û20 million to UniCredit Bank a.d. Banja Luka to help combat the economic impact of the coronavirus pandemic.
 
 The financing will be used for on-lending to local businesses in need of short-term working capital or liquidity support following a dramatic reduction in economic activity after the imposition of far-reaching public health measures in Bosnia and Herzegovina. The loan will contribute to the continued functioning of the economy by loosening pressure on liquidity and will support the private sector to overcome the direct implications of the pandemic.",https://www.ebrd.com/news/2020/ebrd-and-unicredit-bank-banja-luka-joining-forces.html,,,,,,,
EBRD,8.19.2020,MDB,Covid,,,14.18,14.18,Serbia,Eurasia,7402.354559,18989.03966,Upper middle income,General,,"HTEC, the leading international software developer and technology research and development (R&D) services provider, is boosting its business by entering into a partnership agreement with the EBRD through a Û12 million loan.
 
 The loan is 50 per cent co-financed by the Enterprise Expansion Fund (ENEF), an entity that finances small and medium-sized enterprises with high growth potential to support the development and expansion of their businesses.",https://www.ebrd.com/news/2020/ebrd-finances-first-software-engineering-project-in-western-balkans-.html,,,,,,,
EBRD,8.17.2020,MDB,Covid,,,47.74,47.74,Morocco,Africa,3204.095003,7826.167677,Lower middle income,General,,The European Bank for Reconstruction and Development (EBRD) is supporting small businesses in Morocco to withstand the coronavirus pandemic with an approximately 430 million dirham (equivalent to circa Û40 million) loan to CaixaBankÕs Morocco branch.,https://www.ebrd.com/news/2020/ebrd-and-caixabank-boost-sme-financing-in-morocco.html,,,,,,,
EBRD,8.17.2020,MDB,Covid,,,35.81,16.71,Kosovo,Eurasia,4417.50994,11838.881,Upper middle income,General,,"A loan of up to Û30 million by the European Bank for Reconstruction and Development will ensure the provision of essential infrastructure services in Kosovo as the country faces the impact of the coronavirus pandemic.
 
 The unprecedented crisis has severely disrupted the economy and had a massive impact on public life. As a result, many infrastructure providers suffered a temporary shortfall in revenues, a challenge the EBRD loan is designed to address.
 
 A first tranche of up to Û14 million will be provided to the government for on-lending to vital infrastructure providers for immediate emergency support. A second tranche of up to Û16 million will finance further support until revenues and collections have been restored. The EBRD will also support the Government of Kosovo in developing a state ownership policy for publicly-owned enterprises and improving corporate governance.",https://www.ebrd.com/news/2020/ebrd-supports-vital-infrastructure-in-kosovo.html,,,,,,,
EBRD,8.12.2020,MDB,Covid,,,200,200,Egypt,Africa,3020.03135,12250.78041,Lower middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is supporting the real economy in Egypt with a US$ 200 million financing package to Banque Misr for trade and for on-lending to small and medium-sized enterprises (SMEs) and private businesses Ð a key segment of the local economy - impacted by the coronavirus pandemic.
 
 Under this facility, the EBRD will provide a US$ 100 million loan to enable Banque Misr to provide short-term financing to private SMEs and corporates facing liquidity strains due to a decrease in their activities and turnover caused by Covid-19.",https://www.ebrd.com/news/2020/ebrd-fosters-private-businesses-in-egypt-.html,,,,,,,
EBRD,8.11.2020,MDB,Covid,,,47.32,47.32,Morocco,Africa,3204.095003,7826.167677,Lower middle income,General,,"The European Bank for Reconstruction and Development (EBRD) is strengthening private small businesses and trade in Morocco with a Û40 million financing package to CrŽdit Immobilier et H™telier, SA (CIH).
 
 Small and medium-sized enterprises (SMEs) form the core of the Moroccan economy and are the most affected by the current health and economic crisis.",https://www.ebrd.com/news/2020/ebrd-and-cih-strengthen-the-resilience-of-small-businesses-in-morocco.html,,,,,,,
EBRD,8.3.2020,MDB,Covid,,,189.3,189.3,Greece,Eurasia,19582.53601,31399.41567,High income,Energy,T,"The European Bank for Reconstruction and Development (EBRD) is providing a senior unsecured loan of up to Û160 million to Public Power Corporation S.A. (PPC), the largest power producer and electricity supplier in Greece, to address the impact of the coronavirus pandemic.
 
 The facility will support PPCÕs working capital needs at a time of customer payment volatility following the outbreak of the crisis. It will also strengthen the resilience of the electricity sector as a whole by ensuring the stability of essential utility supplies and maintaining the momentum towards decarbonisation.",https://www.ebrd.com/news/2020/ebrd-provides-160-million-loan-to-public-power-corporation-of-greece.html,,,,,,,
EBRD,7.31.2020,MDB,Covid,,,59.15,59.15,Montenegro,Eurasia,8832.036836,22988.6802,Upper middle income,Decarbonisation,T,"The EBRD is increasing its support in response to the economic impact of the coronavirus pandemic in Montenegro with a Û50 million senior loan for Elektroprivreda Crne Gore (EPCG), the countryÕs main electricity provider.
 
 The financial package, approved under the EBRDÕs coronavirus Solidarity Package, will support the company in absorbing the challenges pvresented by the Covid-19 crisis.",https://www.ebrd.com/news/2020/ebrd-supports-energy-infrastructure-and-green-growth-in-montenegro-.html,,,,,,,
EBRD,7.30.2020,MDB,Covid,,,5.92,5.92,Moldova,Eurasia,4498.52085,13574.05143,Lower middle income,General,,"Small and medium-sized enterprises (SMEs) in Moldova are to benefit from greater access to finance as the EBRD and the European Union (EU) unlock fresh funding.
 
 The EBRD is providing an additional Û5 million loan to Mobiasbanca-OTP Group for on-lending supported by EU grants under the EU4Business-EBRD credit line. The new loan to Mobiasbanca complements two previous ones of Û10 million and Û20 million since the launch of the programme back in 2016.",https://www.ebrd.com/news/2020/ebrd-and-eu-unlock-fresh-funding-for-smes-in-moldova.html,,,,,,,
